year,month,DT_NOTIFICACAO,SG_UF_NOT,ID_MUNICIP,DT_CARGA,count
2020,4,2020-04-15,SP,BOTUCATU,2024-08-04,16
2020,4,2020-04-10,SP,SAO CAETANO DO SUL,2024-08-04,5
2020,4,2020-04-15,MA,IMPERATRIZ,2024-08-04,2
2020,4,2020-04-16,PR,SAO JORGE D'OESTE,2024-08-04,1
2020,4,2020-04-16,GO,CATALAO,2024-08-04,1
2020,4,2020-04-13,MG,JANAUBA,2024-08-04,1
2020,1,2020-01-08,AC,RIO BRANCO,2024-08-04,1
2020,2,2020-02-01,MG,GUAXUPE,2024-08-04,1
2020,2,2020-02-13,SC,CRICIUMA,2024-08-04,1
2020,2,2020-02-19,PR,MARINGA,2024-08-04,2
2020,2,2020-02-26,PR,FOZ DO IGUACU,2024-08-04,2
2020,2,2020-02-23,CE,FORTALEZA,2024-08-04,1
2020,3,2020-03-06,SP,CATANDUVA,2024-08-04,1
2020,3,2020-03-13,PR,BANDEIRANTES,2024-08-04,1
2020,3,2020-03-19,SP,TUPA,2024-08-04,1
2020,3,2020-03-19,PA,REDENCAO,2024-08-04,1
2020,3,2020-03-18,SP,SANTO ANDRE,2024-08-04,1
2020,3,2020-03-24,BA,SALVADOR,2024-08-04,11
2020,3,2020-03-22,RS,PASSO FUNDO,2024-08-04,1
2020,3,2020-03-25,SP,NOVA ODESSA,2024-08-04,1
2020,3,2020-03-14,SP,GUARULHOS,2024-08-04,7
2020,3,2020-03-24,SP,VARZEA PAULISTA,2024-08-04,1
2020,3,2020-03-26,PR,TOLEDO,2024-08-04,1
2020,3,2020-03-30,SC,TUNAPOLIS,2024-08-04,1
2020,3,2020-03-29,RS,SANTO ANTONIO DA PATRULHA,2024-08-04,1
2020,3,2020-03-31,SP,JUNDIAI,2024-08-04,9
2020,3,2020-03-30,BA,FEIRA DE SANTANA,2024-08-04,2
2020,3,2020-03-31,SP,ITAPETININGA,2024-08-04,4
2020,3,2020-03-28,MG,ARAXA,2024-08-04,1
2020,3,2020-03-24,BA,UBAIRA,2024-08-04,1
2020,4,2020-04-01,SP,CRAVINHOS,2024-08-04,1
2020,4,2020-04-01,MG,IPATINGA,2024-08-04,6
2020,3,2020-03-25,MG,BOTELHOS,2024-08-04,1
2020,4,2020-04-02,MG,SACRAMENTO,2024-08-04,1
2020,4,2020-04-02,MG,CRUZILIA,2024-08-04,1
2020,4,2020-04-03,RO,PORTO VELHO,2024-08-04,1
2020,4,2020-04-01,GO,APARECIDA DE GOIANIA,2024-08-04,1
2020,4,2020-04-02,SP,BARUERI,2024-08-04,4
2020,4,2020-04-01,SP,JACAREI,2024-08-04,6
2020,4,2020-04-05,PR,ASSIS CHATEAUBRIAND,2024-08-04,1
2020,4,2020-04-05,SP,JAU,2024-08-04,1
2020,4,2020-04-05,RS,SAO MARCOS,2024-08-04,1
2020,4,2020-04-05,MG,SALINAS,2024-08-04,1
2020,4,2020-04-01,RS,NAO-ME-TOQUE,2024-08-04,1
2020,4,2020-04-07,SP,SUMARE,2024-08-04,4
2020,4,2020-04-07,ES,VITORIA,2024-08-04,5
2020,4,2020-04-08,SP,PARIQUERA-ACU,2024-08-04,1
2020,4,2020-04-08,AM,MANAUS,2024-08-04,58
2020,4,2020-04-08,SC,POUSO REDONDO,2024-08-04,1
2020,3,2020-03-30,GO,PIRENOPOLIS,2024-08-04,1
2020,3,2020-03-17,SP,INDAIATUBA,2024-08-04,3
2020,4,2020-04-08,MT,AGUA BOA,2024-08-04,1
2020,4,2020-04-09,MT,CAMPINAPOLIS,2024-08-04,1
2020,4,2020-04-07,RS,TENENTE PORTELA,2024-08-04,1
2020,3,2020-03-25,PR,SAO JOSE DOS PINHAIS,2024-08-04,1
2020,4,2020-04-10,PR,PARANAVAI,2024-08-04,2
2020,4,2020-04-10,MG,UBA,2024-08-04,6
2020,3,2020-03-28,RN,MOSSORO,2024-08-04,4
2020,4,2020-04-13,SP,SERTAOZINHO,2024-08-04,1
2020,4,2020-04-13,PA,BELEM,2024-08-04,18
2020,4,2020-04-02,MG,DIAMANTINA,2024-08-04,1
2020,4,2020-04-14,RS,RIO PARDO,2024-08-04,2
2020,1,2020-01-06,SP,FRANCA,2024-08-04,1
2020,4,2020-04-07,MG,OLIVEIRA,2024-08-04,3
2020,4,2020-04-13,MT,RIBEIRAO CASCALHEIRA,2024-08-04,1
2020,4,2020-04-02,RS,CANOAS,2024-08-04,2
2020,4,2020-04-04,SP,CRAVINHOS,2024-08-04,1
2020,1,2020-01-04,SC,ARARANGUA,2024-08-04,1
2020,1,2020-01-09,SP,SAO JOSE DO RIO PRETO,2024-08-04,1
2020,1,2020-01-17,PR,CURITIBA,2024-08-04,1
2020,1,2020-01-28,AM,MANAUS,2024-08-04,7
2020,1,2020-01-24,MA,SAO LUIS,2024-08-04,1
2020,2,2020-02-20,MG,ITABIRA,2024-08-04,1
2020,2,2020-02-10,PB,JOAO PESSOA,2024-08-04,1
2020,2,2020-02-29,MG,GOVERNADOR VALADARES,2024-08-04,1
2020,3,2020-03-09,BA,FEIRA DE SANTANA,2024-08-04,1
2020,3,2020-03-10,SP,SANTO ANDRE,2024-08-04,1
2020,3,2020-03-10,SP,PAULINIA,2024-08-04,1
2020,3,2020-03-14,SP,SAO JOSE DO RIO PRETO,2024-08-04,1
2020,3,2020-03-16,RS,CANELA,2024-08-04,1
2020,3,2020-03-18,MT,RONDONOPOLIS,2024-08-04,4
2020,3,2020-03-19,MG,CONTAGEM,2024-08-04,9
2020,3,2020-03-22,SP,PENAPOLIS,2024-08-04,1
2020,3,2020-03-23,MS,DOURADOS,2024-08-04,2
2020,3,2020-03-18,SP,ITAQUAQUECETUBA,2024-08-04,1
2020,3,2020-03-24,PB,JOAO PESSOA,2024-08-04,22
2020,3,2020-03-23,BA,GUANAMBI,2024-08-04,1
2020,3,2020-03-23,SP,PORTO FELIZ,2024-08-04,1
2020,3,2020-03-17,SP,SOROCABA,2024-08-04,3
2020,3,2020-03-26,SP,PITANGUEIRAS,2024-08-04,1
2020,3,2020-03-27,ES,IBATIBA,2024-08-04,2
2020,3,2020-03-26,AC,CRUZEIRO DO SUL,2024-08-04,1
2020,3,2020-03-26,SP,CAPAO BONITO,2024-08-04,1
2020,3,2020-03-28,SP,BRAGANCA PAULISTA,2024-08-04,7
2020,3,2020-03-20,MA,BALSAS,2024-08-04,1
2020,3,2020-03-11,MG,VARZEA DA PALMA,2024-08-04,1
2020,3,2020-03-31,PR,CASTRO,2024-08-04,1
2020,4,2020-04-01,SP,SAO JOSE DO RIO PRETO,2024-08-04,21
2020,3,2020-03-31,SP,SANTA BARBARA D'OESTE,2024-08-04,2
2020,3,2020-03-25,RS,SANTA MARIA,2024-08-04,1
2020,4,2020-04-03,SP,GUARATINGUETA,2024-08-04,2
2020,4,2020-04-06,SP,RIBEIRAO PRETO,2024-08-04,32
2020,4,2020-04-05,SP,PORTO FERREIRA,2024-08-04,1
2020,4,2020-04-07,RS,SAO SEBASTIAO DO CAI,2024-08-04,1
2020,4,2020-04-06,SC,MAFRA,2024-08-04,1
2020,4,2020-04-06,RS,PASSO FUNDO,2024-08-04,3
2020,4,2020-04-06,SC,GASPAR,2024-08-04,2
2020,4,2020-04-07,MG,POUSO ALEGRE,2024-08-04,3
2020,4,2020-04-06,SP,ITUVERAVA,2024-08-04,1
2020,4,2020-04-08,SP,CAMPINAS,2024-08-04,29
2020,4,2020-04-08,SP,AVARE,2024-08-04,1
2020,4,2020-04-07,SP,SAO CAETANO DO SUL,2024-08-04,4
2020,4,2020-04-08,MG,CARMO DA MATA,2024-08-04,1
2020,4,2020-04-08,MG,ENTRE RIOS DE MINAS,2024-08-04,3
2020,3,2020-03-27,MG,SABINOPOLIS,2024-08-04,2
2020,4,2020-04-06,MG,BOM DESPACHO,2024-08-04,1
2020,4,2020-04-09,MG,GUAPE,2024-08-04,1
2020,4,2020-04-10,PE,RECIFE,2024-08-04,75
2020,4,2020-04-10,MG,UBERLANDIA,2024-08-04,4
2020,4,2020-04-10,MG,SAO JOAO DEL REI,2024-08-04,1
2020,4,2020-04-11,PA,PARAUAPEBAS,2024-08-04,4
2020,4,2020-04-15,MG,PARAISOPOLIS,2024-08-04,2
2020,4,2020-04-06,PE,PAULISTA,2024-08-04,8
2020,4,2020-04-16,PR,CORBELIA,2024-08-04,1
2020,1,2020-01-30,SP,PRESIDENTE PRUDENTE,2024-08-04,1
2020,1,2020-01-22,MA,SAO LUIS,2024-08-04,1
2020,2,2020-02-06,SC,TUBARAO,2024-08-04,2
2020,1,2020-01-16,SP,TAUBATE,2024-08-04,1
2020,2,2020-02-15,SP,ANDRADINA,2024-08-04,1
2020,2,2020-02-10,PR,MARINGA,2024-08-04,1
2020,2,2020-02-24,SP,ARACATUBA,2024-08-04,1
2020,3,2020-03-06,MG,UBERLANDIA,2024-08-04,2
2020,3,2020-03-13,SP,SANTO ANDRE,2024-08-04,1
2020,3,2020-03-27,PR,CAMPO LARGO,2024-08-04,3
2020,3,2020-03-14,SP,GUARATINGUETA,2024-08-04,1
2020,3,2020-03-19,SP,MOGI GUACU,2024-08-04,3
2020,3,2020-03-19,BA,SANTO ANTONIO DE JESUS,2024-08-04,1
2020,3,2020-03-10,SP,BAURU,2024-08-04,1
2020,3,2020-03-26,MG,CABO VERDE,2024-08-04,1
2020,3,2020-03-07,PR,LONDRINA,2024-08-04,1
2020,3,2020-03-21,PA,PARAUAPEBAS,2024-08-04,5
2020,3,2020-03-27,RS,CACHOEIRA DO SUL,2024-08-04,2
2020,3,2020-03-24,SP,ANGATUBA,2024-08-04,1
2020,3,2020-03-30,SP,BATATAIS,2024-08-04,2
2020,3,2020-03-31,SP,CUBATAO,2024-08-04,2
2020,4,2020-04-01,MG,CATAGUASES,2024-08-04,1
2020,4,2020-04-02,RS,SAO JERONIMO,2024-08-04,1
2020,4,2020-04-01,SC,BLUMENAU,2024-08-04,6
2020,4,2020-04-02,SC,JARAGUA DO SUL,2024-08-04,2
2020,4,2020-04-01,SP,PORTO FELIZ,2024-08-04,1
2020,4,2020-04-02,SP,JABOTICABAL,2024-08-04,1
2020,4,2020-04-05,SP,ITAPETININGA,2024-08-04,4
2020,4,2020-04-07,RN,NATAL,2024-08-04,14
2020,4,2020-04-05,MG,MONTES CLAROS,2024-08-04,1
2020,4,2020-04-08,SP,BOTUCATU,2024-08-04,7
2020,4,2020-04-09,SP,MARILIA,2024-08-04,2
2020,4,2020-04-10,PA,CAPITAO POCO,2024-08-04,1
2020,4,2020-04-12,CE,JUAZEIRO DO NORTE,2024-08-04,5
2020,4,2020-04-09,MS,CORUMBA,2024-08-04,2
2020,3,2020-03-30,AM,IRANDUBA,2024-08-04,2
2020,4,2020-04-13,SP,SAO CAETANO DO SUL,2024-08-04,5
2020,4,2020-04-14,MG,TRES PONTAS,2024-08-04,1
2020,4,2020-04-14,SP,ARACARIGUAMA,2024-08-04,1
2020,4,2020-04-15,PA,BELEM,2024-08-04,26
2020,4,2020-04-15,PA,JURUTI,2024-08-04,1
2020,1,2020-01-14,SP,BARRETOS,2024-08-04,2
2020,1,2020-01-13,SP,ANDRADINA,2024-08-04,1
2020,1,2020-01-20,AC,RIO BRANCO,2024-08-04,1
2020,1,2020-01-23,SP,SANTA FE DO SUL,2024-08-04,1
2020,2,2020-02-01,PA,BELEM,2024-08-04,1
2020,2,2020-02-14,AC,RIO BRANCO,2024-08-04,2
2020,2,2020-02-22,SP,SAO PAULO,2024-08-04,1
2020,2,2020-02-28,SP,ANDRADINA,2024-08-04,1
2020,2,2020-02-23,MG,BELO HORIZONTE,2024-08-04,2
2020,3,2020-03-03,SC,IMBITUBA,2024-08-04,1
2020,3,2020-03-02,SE,ARACAJU,2024-08-04,3
2020,3,2020-03-05,MG,BELO HORIZONTE,2024-08-04,5
2020,3,2020-03-03,MG,IPATINGA,2024-08-04,1
2020,3,2020-03-11,MG,UBERABA,2024-08-04,1
2020,3,2020-03-13,MG,MARIANA,2024-08-04,1
2020,3,2020-03-12,MA,IMPERATRIZ,2024-08-04,1
2020,3,2020-03-15,SP,JACAREI,2024-08-04,1
2020,3,2020-03-13,PR,PARANAGUA,2024-08-04,2
2020,3,2020-03-17,AM,MAUES,2024-08-04,1
2020,3,2020-03-18,MG,MURIAE,2024-08-04,6
2020,3,2020-03-20,CRUZEIRO,1,2024-08-04,1
2020,3,2020-03-19,SP,ESPIRITO SANTO DO PINHAL,2024-08-04,1
2020,3,2020-03-21,SP,BEBEDOURO,2024-08-04,2
2020,3,2020-03-23,RS,TORRES,2024-08-04,3
2020,3,2020-03-19,SC,BLUMENAU,2024-08-04,1
2020,3,2020-03-20,ES,CACHOEIRO DE ITAPEMIRIM,2024-08-04,2
2020,3,2020-03-24,SP,SANTANA DE PARNAIBA,2024-08-04,5
2020,3,2020-03-29,RS,CRUZ ALTA,2024-08-04,3
2020,3,2020-03-25,PE,OURICURI,2024-08-04,1
2020,3,2020-03-26,CE,VARZEA ALEGRE,2024-08-04,1
2020,3,2020-03-31,MT,ALTA FLORESTA,2024-08-04,1
2020,3,2020-03-31,RS,CAXIAS DO SUL,2024-08-04,5
2020,4,2020-04-01,SP,SAO BERNARDO DO CAMPO,2024-08-04,23
2020,4,2020-04-02,MG,ITAUNA,2024-08-04,2
2020,4,2020-04-03,RO,VILHENA,2024-08-04,1
2020,4,2020-04-04,SC,JOINVILLE,2024-08-04,9
2020,3,2020-03-30,SC,CRICIUMA,2024-08-04,5
2020,4,2020-04-05,AC,RIO BRANCO,2024-08-04,1
2020,4,2020-04-02,SP,SUZANO,2024-08-04,5
2020,3,2020-03-22,SP,ITAPEVI,2024-08-04,2
2020,4,2020-04-04,MG,VISCONDE DO RIO BRANCO,2024-08-04,1
2020,4,2020-04-03,ES,VITORIA,2024-08-04,4
2020,4,2020-04-04,SP,ARACATUBA,2024-08-04,3
2020,4,2020-04-08,SP,ARACATUBA,2024-08-04,4
2020,4,2020-04-08,SP,SAO JOSE DOS CAMPOS,2024-08-04,8
2020,3,2020-03-27,MG,CAMPO DO MEIO,2024-08-04,1
2020,3,2020-03-31,SC,ITAJAI,2024-08-04,3
2020,4,2020-04-07,SC,ITAJAI,2024-08-04,2
2020,4,2020-04-12,PB,CAJAZEIRAS,2024-08-04,3
2020,4,2020-04-12,SP,SANTA ISABEL,2024-08-04,1
2020,4,2020-04-13,MS,CAMPO GRANDE,2024-08-04,15
2020,4,2020-04-11,SP,ARACATUBA,2024-08-04,1
2020,4,2020-04-14,SE,ARACAJU,2024-08-04,3
2020,4,2020-04-15,SP,MATAO,2024-08-04,1
2020,4,2020-04-15,SC,SAO BENTO DO SUL,2024-08-04,1
2020,4,2020-04-14,SP,INDAIATUBA,2024-08-04,5
2020,4,2020-04-16,RS,TORRES,2024-08-04,2
2020,1,2020-01-07,CE,FORTALEZA,2024-08-04,2
2020,2,2020-02-04,CE,FORTALEZA,2024-08-04,3
2020,2,2020-02-11,PR,CURITIBA,2024-08-04,1
2020,2,2020-02-25,MS,CAMPO GRANDE,2024-08-04,2
2020,3,2020-03-13,PE,RECIFE,2024-08-04,11
2020,3,2020-03-17,SP,ITUVERAVA,2024-08-04,3
2020,3,2020-03-18,SC,FLORIANOPOLIS,2024-08-04,5
2020,3,2020-03-17,MG,CARMOPOLIS DE MINAS,2024-08-04,1
2020,3,2020-03-24,MG,MARIANA,2024-08-04,6
2020,3,2020-03-23,SP,GUARATINGUETA,2024-08-04,1
2020,3,2020-03-18,SP,UBATUBA,2024-08-04,1
2020,3,2020-03-25,MT,CANARANA,2024-08-04,1
2020,3,2020-03-25,MG,ALMENARA,2024-08-04,1
2020,3,2020-03-06,SP,TATUI,2024-08-04,1
2020,3,2020-03-24,BA,LAURO DE FREITAS,2024-08-04,1
2020,3,2020-03-17,PB,JOAO PESSOA,2024-08-04,3
2020,3,2020-03-30,SP,ITAPEVA,2024-08-04,1
2020,3,2020-03-30,MG,JACINTO,2024-08-04,1
2020,3,2020-03-30,SC,JOINVILLE,2024-08-04,6
2020,3,2020-03-26,MG,ITAJUBA,2024-08-04,1
2020,3,2020-03-31,SP,VINHEDO,2024-08-04,2
2020,4,2020-04-02,PR,CAPANEMA,2024-08-04,1
2020,2,2020-02-03,RS,CAXIAS DO SUL,2024-08-04,1
2020,4,2020-04-03,SP,SAO JOAO DA BOA VISTA,2024-08-04,1
2020,4,2020-04-03,PE,RECIFE,2024-08-04,71
2020,4,2020-04-03,RS,CAMAQUA,2024-08-04,2
2020,4,2020-04-03,SP,OURINHOS,2024-08-04,1
2020,4,2020-04-04,MG,ITUIUTABA,2024-08-04,1
2020,4,2020-04-03,SP,VALINHOS,2024-08-04,2
2020,3,2020-03-31,SP,CARAPICUIBA,2024-08-04,4
2020,4,2020-04-06,SP,BRAGANCA PAULISTA,2024-08-04,3
2020,4,2020-04-07,SP,MARILIA,2024-08-04,6
2020,4,2020-04-05,MG,JOAO MONLEVADE,2024-08-04,3
2020,4,2020-04-08,SP,COTIA,2024-08-04,11
2020,4,2020-04-09,RO,CACOAL,2024-08-04,2
2020,4,2020-04-08,PR,SANTA HELENA,2024-08-04,2
2020,4,2020-04-09,RS,RIO GRANDE,2024-08-04,1
2020,4,2020-04-09,PR,ASSAI,2024-08-04,1
2020,4,2020-04-13,SP,ITARARE,2024-08-04,1
2020,4,2020-04-13,SP,SAO CARLOS,2024-08-04,5
2020,3,2020-03-26,PA,TUCUMA,2024-08-04,1
2020,3,2020-03-22,SC,ITAJAI,2024-08-04,4
2020,4,2020-04-10,MS,AQUIDAUANA,2024-08-04,1
2020,4,2020-04-08,MT,QUERENCIA,2024-08-04,1
2020,4,2020-04-07,SP,CRUZEIRO,2024-08-04,1
2020,4,2020-04-14,RS,PASSO FUNDO,2024-08-04,5
2020,4,2020-04-15,SP,CATANDUVA,2024-08-04,2
2020,4,2020-04-13,SP,SANTOS,2024-08-04,61
2020,4,2020-04-15,SP,ARUJA,2024-08-04,2
2020,4,2020-04-16,PR,ITAMBE,2024-08-04,1
2020,1,2020-01-02,MG,PATROCINIO,2024-08-04,1
2020,1,2020-01-22,MT,CUIABA,2024-08-04,1
2020,1,2020-01-21,MS,MARACAJU,2024-08-04,1
2020,1,2020-01-27,PR,CURITIBA,2024-08-04,10
2020,1,2020-01-29,RS,SAPIRANGA,2024-08-04,1
2020,2,2020-02-04,AM,MANAUS,2024-08-04,2
2020,2,2020-02-07,GO,RIO VERDE,2024-08-04,1
2020,2,2020-02-18,BA,SALVADOR,2024-08-04,5
2020,2,2020-02-18,PA,PARAUAPEBAS,2024-08-04,1
2020,2,2020-02-27,SP,BARRETOS,2024-08-04,1
2020,3,2020-03-04,PR,FOZ DO IGUACU,2024-08-04,2
2020,3,2020-03-11,SP,SAO JOAO DA BOA VISTA,2024-08-04,1
2020,3,2020-03-09,PR,FOZ DO IGUACU,2024-08-04,1
2020,3,2020-03-21,PR,ASSIS CHATEAUBRIAND,2024-08-04,1
2020,3,2020-03-24,MG,UBERLANDIA,2024-08-04,15
2020,3,2020-03-12,SP,LIMEIRA,2024-08-04,1
2020,3,2020-03-24,SP,GUARATINGUETA,2024-08-04,2
2020,3,2020-03-25,RS,NOVO HAMBURGO,2024-08-04,6
2020,2,2020-02-05,MG,MURIAE,2024-08-04,1
2020,3,2020-03-21,BA,ITIUBA,2024-08-04,1
2020,3,2020-03-26,PR,MEDIANEIRA,2024-08-04,1
2020,3,2020-03-27,PR,TOLEDO,2024-08-04,5
2020,3,2020-03-27,SP,BARIRI,2024-08-04,2
2020,3,2020-03-29,RS,GARIBALDI,2024-08-04,1
2020,4,2020-04-01,SP,MARILIA,2024-08-04,1
2020,4,2020-04-01,SP,VINHEDO,2024-08-04,2
2020,3,2020-03-29,MG,SANTA LUZIA,2024-08-04,1
2020,3,2020-03-30,MA,BALSAS,2024-08-04,1
2020,4,2020-04-04,PE,RECIFE,2024-08-04,43
2020,4,2020-04-04,SC,CAMPOS NOVOS,2024-08-04,1
2020,4,2020-04-05,PR,CASCAVEL,2024-08-04,2
2020,4,2020-04-04,RS,TORRES,2024-08-04,1
2020,4,2020-04-04,MG,OURO BRANCO,2024-08-04,1
2020,4,2020-04-07,SP,MIRASSOL,2024-08-04,1
2020,4,2020-04-07,SP,FRANCA,2024-08-04,2
2020,4,2020-04-07,SP,BARRA BONITA,2024-08-04,3
2020,4,2020-04-07,SP,SAO BERNARDO DO CAMPO,2024-08-04,30
2020,4,2020-04-07,PB,CAJAZEIRAS,2024-08-04,2
2020,3,2020-03-29,SC,LAGES,2024-08-04,1
2020,4,2020-04-09,MG,UBA,2024-08-04,2
2020,4,2020-04-09,SP,MONTE ALTO,2024-08-04,4
2020,3,2020-03-25,SP,MATAO,2024-08-04,2
2020,4,2020-04-07,CE,VARZEA ALEGRE,2024-08-04,2
2020,4,2020-04-09,PE,SERRA TALHADA,2024-08-04,1
2020,4,2020-04-02,RS,MARAU,2024-08-04,2
2020,4,2020-04-13,RS,VENANCIO AIRES,2024-08-04,1
2020,4,2020-04-11,CE,VARZEA ALEGRE,2024-08-04,1
2020,4,2020-04-13,SP,FRANCO DA ROCHA,2024-08-04,4
2020,4,2020-04-12,SP,SANTA CRUZ DO RIO PARDO,2024-08-04,1
2020,4,2020-04-13,PR,MARINGA,2024-08-04,8
2020,3,2020-03-23,PI,BOM JESUS,2024-08-04,1
2020,4,2020-04-11,PR,ARAUCARIA,2024-08-04,1
2020,4,2020-04-14,SC,SAO FRANCISCO DO SUL,2024-08-04,1
2020,4,2020-04-13,MG,CAMANDUCAIA,2024-08-04,1
2020,1,2020-01-12,SP,SAO JOSE DOS CAMPOS,2024-08-04,1
2020,1,2020-01-17,MG,UBERABA,2024-08-04,1
2020,1,2020-01-20,SP,SAO PAULO,2024-08-04,6
2020,1,2020-01-20,SC,JARAGUA DO SUL,2024-08-04,1
2020,1,2020-01-24,SP,FERNANDOPOLIS,2024-08-04,1
2020,1,2020-01-30,PR,CURITIBA,2024-08-04,1
2020,2,2020-02-06,SP,RIBEIRAO PRETO,2024-08-04,1
2020,1,2020-01-29,SP,BAURU,2024-08-04,2
2020,2,2020-02-13,CE,FORTALEZA,2024-08-04,5
2020,2,2020-02-18,SP,SAO PAULO,2024-08-04,10
2020,2,2020-02-19,SP,SAO CARLOS,2024-08-04,3
2020,2,2020-02-27,PR,GUARAPUAVA,2024-08-04,2
2020,2,2020-02-27,BA,JUAZEIRO,2024-08-04,1
2020,3,2020-03-07,SP,CAMPINAS,2024-08-04,1
2020,3,2020-03-03,MT,BARRA DO GARCAS,2024-08-04,1
2020,3,2020-03-12,SP,PARIQUERA-ACU,2024-08-04,2
2020,3,2020-03-10,CE,QUIXADA,2024-08-04,2
2020,3,2020-03-10,SP,SAO JOSE DOS CAMPOS,2024-08-04,3
2020,3,2020-03-09,MG,JOAO MONLEVADE,2024-08-04,1
2020,3,2020-03-14,BA,SANTO ANTONIO DE JESUS,2024-08-04,1
2020,3,2020-03-19,PI,TERESINA,2024-08-04,6
2020,3,2020-03-18,CE,CRATEUS,2024-08-04,1
2020,3,2020-03-20,BA,JUAZEIRO,2024-08-04,3
2020,3,2020-03-21,SP,JAGUARIUNA,2024-08-04,1
2020,3,2020-03-25,RS,SANANDUVA,2024-08-04,1
2020,3,2020-03-24,PR,SAO MATEUS DO SUL,2024-08-04,1
2020,3,2020-03-24,MS,RIO BRILHANTE,2024-08-04,2
2020,3,2020-03-18,MG,CAMANDUCAIA,2024-08-04,1
2020,3,2020-03-20,SP,CACAPAVA,2024-08-04,1
2020,3,2020-03-11,MG,MONTES CLAROS,2024-08-04,1
2020,3,2020-03-26,SP,BORBOREMA,2024-08-04,1
2020,3,2020-03-24,RS,ROLANTE,2024-08-04,1
2020,3,2020-03-26,SC,TUBARAO,2024-08-04,1
2020,3,2020-03-28,PR,PARANAVAI,2024-08-04,1
2020,3,2020-03-27,SP,ARTUR NOGUEIRA,2024-08-04,1
2020,4,2020-04-15,MS,CAMPO GRANDE,2024-08-04,15
2020,3,2020-03-30,SP,ITAPECERICA DA SERRA,2024-08-04,11
2020,3,2020-03-31,SP,ITATIBA,2024-08-04,4
2020,3,2020-03-31,MG,TRES CORACOES,2024-08-04,1
2020,4,2020-04-01,SP,ARARAQUARA,2024-08-04,2
2020,3,2020-03-29,SP,FERRAZ DE VASCONCELOS,2024-08-04,2
2020,4,2020-04-04,MG,EXTREMA,2024-08-04,1
2020,3,2020-03-29,PR,CAMPO MOURAO,2024-08-04,3
2020,4,2020-04-06,SP,DIADEMA,2024-08-04,5
2020,4,2020-04-02,SP,ITAPEVI,2024-08-04,2
2020,4,2020-04-06,RS,NOVO HAMBURGO,2024-08-04,6
2020,3,2020-03-21,MA,SANTA INES,2024-08-04,1
2020,4,2020-04-01,MA,TIMON,2024-08-04,4
2020,4,2020-04-07,SP,BAURU,2024-08-04,5
2020,4,2020-04-02,MG,BRUMADINHO,2024-08-04,1
2020,4,2020-04-07,MT,NOVA MUTUM,2024-08-04,3
2020,4,2020-04-08,RS,RIO PARDO,2024-08-04,2
2020,3,2020-03-30,CE,MARANGUAPE,2024-08-04,2
2020,4,2020-04-03,PR,BANDEIRANTES,2024-08-04,1
2020,4,2020-04-10,RS,TRES COROAS,2024-08-04,1
2020,4,2020-04-11,CE,ARACATI,2024-08-04,1
2020,4,2020-04-06,SP,PORTO FELIZ,2024-08-04,1
2020,4,2020-04-12,MG,SANTA LUZIA,2024-08-04,1
2020,4,2020-04-12,MG,PASSOS,2024-08-04,1
2020,4,2020-04-14,BA,ANDARAI,2024-08-04,1
2020,4,2020-04-11,MS,PARANAIBA,2024-08-04,1
2020,4,2020-04-10,MG,JOAO MONLEVADE,2024-08-04,1
2020,4,2020-04-14,MS,NAVIRAI,2024-08-04,1
2020,4,2020-04-14,CE,TIANGUA,2024-08-04,2
2020,4,2020-04-16,MS,AGUA CLARA,2024-08-04,1
2020,4,2020-04-15,BA,LAURO DE FREITAS,2024-08-04,1
2020,1,2020-01-06,MG,ALFENAS,2024-08-04,1
2020,1,2020-01-23,SP,PIEDADE,2024-08-04,1
2020,2,2020-02-10,SC,MAFRA,2024-08-04,1
2020,2,2020-02-19,PR,CAMPO LARGO,2024-08-04,1
2020,2,2020-02-05,PI,TERESINA,2024-08-04,1
2020,2,2020-02-20,GO,ANAPOLIS,2024-08-04,1
2020,2,2020-02-23,SC,CONCORDIA,2024-08-04,1
2020,2,2020-02-29,RS,PORTO ALEGRE,2024-08-04,1
2020,2,2020-02-29,MG,CONTAGEM,2024-08-04,1
2020,3,2020-03-12,SP,SAO ROQUE,2024-08-04,1
2020,3,2020-03-16,BA,FEIRA DE SANTANA,2024-08-04,2
2020,3,2020-03-24,SP,COTIA,2024-08-04,7
2020,3,2020-03-24,PR,CAMBE,2024-08-04,2
2020,3,2020-03-21,MS,SAO GABRIEL DO OESTE,2024-08-04,1
2020,3,2020-03-24,SP,ITAPETININGA,2024-08-04,5
2020,3,2020-03-19,SP,ARACATUBA,2024-08-04,1
2020,3,2020-03-26,MG,BELO HORIZONTE,2024-08-04,82
2020,3,2020-03-26,SP,PRESIDENTE VENCESLAU,2024-08-04,2
2020,3,2020-03-25,SC,IRINEOPOLIS,2024-08-04,1
2020,3,2020-03-28,SP,MOGI GUACU,2024-08-04,2
2020,3,2020-03-22,PR,LONDRINA,2024-08-04,2
2020,3,2020-03-27,MG,JOAO MONLEVADE,2024-08-04,1
2020,3,2020-03-30,RS,BENTO GONCALVES,2024-08-04,3
2020,3,2020-03-30,SP,JACAREI,2024-08-04,3
2020,3,2020-03-23,SP,AMPARO,2024-08-04,6
2020,3,2020-03-30,SP,PENAPOLIS,2024-08-04,2
2020,3,2020-03-31,MG,CURVELO,2024-08-04,2
2020,4,2020-04-01,SP,BARRETOS,2024-08-04,3
